indice_tiempo,m_animales_vivos,m_carne_despojos_comestibles,m_pescados_crustaceos_moluscos_demas_invertebrados,m_leche_productos_lacteos_huevos_ave_miel_natural,m_demas_productos_origen_animal_ncp,m_plantas_vivas_productos_floricultura,m_hortalizas_plantas_raices_tuberculos_alimenticios,m_frutas_frutos_comestibles,m_cafe_te_yerba_mate_especias,m_cereales,m_productos_molineria_malta_almidon,m_semillas_frutos_oleaginosos_semillas_frutos,m_gomas_resinas_demas_jugos_emtractos_vegetales,m_materias_trenzables_demas_productos_origen_vegetal_ncp,m_grasas_aceites_animales_vegetales_,m_preparaciones_carne_pescado_crustaceos_moluscos,m_azucares_articulos_confiteria,m_cacao_preparaciones,m_preparaciones_base_cereales_leche_productos_pasteleria,m_preparaciones_hortalizas_frutas_otros_frutos_demas,m_preparaciones_alimenticias_diversas,m_bebidas_liquidos_alcoholicos_vinagre,m_residuos_desperdicios_industrias_alimentarias,m_tabaco_sucedaneos_tabaco_elaborados,m_sal_azufre_tierras_piedras_yesos_cales_cementos,m_minerales_metaliferos_escorias_cenizas,m_combustibles_minerales_aceites_minerales_prod_destilacion,m_productos_quimicos_inorganicos_compuestos_inorganicos,m_productos_quimicos_organicos,m_productos_farmaceuticos,m_abonos,m_extractos_curtientes_tintoreos_taninos_pigmentos,m_aceites_esenciales_resinoides_preparaciones_perfumeria,m_jabon_agentes_superficie_organicos_preparaciones_lavar,m_materias_albuminoideas_productos_base_almidon,m_polvoras_emplosivos_articulos_pirotecnia_fosforos,m_productos_fotograficos_cinematograficos,m_productos_diversos_industrias_quimicas,m_plastico_manufacturas,m_caucho_manufacturas,m_pieles_emcepto_peleteria_cueros,m_manufacturas_cuero_articulos_guarnicioneria_talabarteria,m_peleteria_confecciones_peleteria,m_madera_carbon_vegetal_manufacturas_madera,m_corcho_manufacturas,m_manufacturas_esparteria_cesteria,m_pastas_madera_otras_materias_fibrosas_celulosicas,m_papel_carton_manufacturas_pasta_celulosa_papel_carton,m_productos_editoriales_prensa_demas_industrias_graficas,m_seda,m_lana_pelo_fino_ordinario_hilados_tejidos_crin,m_algodon,m_demas_fibras_temtiles_vegetales_hilados_papel,m_filamentos_sinteticos_artificiales,m_fibras_sinteticas_artificiales_discontinuas,m_guata_fieltro_telas_sin_tejer_hilados_especiales,m_alfombras_demas_revestimientos_suelo_materia_temtil,m_tejidos_especiales_superficies_textiles,m_telas_impregnadas_recubiertas_revestidas,m_tejido_punto,m_prendas_complementos_accesorios_vestir_punto,m_prendas_complementos_accesorios_vestir_emcepto_punto,m_demas_articulos_textiles_confeccionados,m_calzado_polainas_articulos_analogos_partes,m_sombreros_demas_tocados_sus_partes,m_paraguas_sombrillas_quitasoles_bastones_bastones,m_plumas_plumon_preparados_flores_artificiales,m_manufacturas_piedra_fraguable_cemento,m_productos_ceramicos,m_vidrio_manufacturas,m_perlas_piedras_preciosas_semipreciosas_metales_preciosos,m_fundicion_hierro_acero,m_manufacturas_fundicion_hierro_acero,m_cobre_manufacturas_cobre,m_niquel_manufacturas,m_aluminio_manufacturas,m_plomo_manufacturas,m_cinc_manufacturas,m_estano_manufacturas,m_demas_metales_comunes_manufacturas,m_herramientas_utiles_articulos_cuchilleria,m_manufacturas_diversas_metal_comun,m_reactores_nucleares_calderas_maquinas,m_maquinas_aparatos_material_electrico_partes,m_vehiculos_material_para_vias_ferreas_similares_partes,m_vehiculos_automoviles_tractores_demas_vehiculos,m_aeronaves_vehiculos_espaciales_partes,m_barcos_demas_artefactos_flotantes,m_instrumentos_aparatos_optica_fotografia_cinematografias,m_aparatos_relojeria_partes,m_instrumentos_musicales_partes_accesorios,m_armas_municiones_partes_accesorios,m_muebles_mobiliario_medicoquirurgico_articulos_cama,m_juguetes_juegos_articulos_recreo_deporte_partes,m_manufacturas_diversas,m_objetos_arte_coleccion_antiguedades,m_resto,m_total
2008-06-01,1.3881795700000001,8.55486011,1.66866081,2.57342659,2.7287107799999997,0.5409625600000001,1.32465481,8.509482960000001,13.558191820000001,2.32849602,2.58295133,168.7586896,3.45352148,0.2831526,11.80328832,5.75156412,3.96252359,14.19089982,2.76050816,8.65311763,9.95636314,3.3716897400000003,4.30587632,2.5356766299999998,27.30206231,96.60044878000001,713.93975385,73.24928126,281.41682779,89.66569984,128.61847851000002,29.47857669,25.533699640000002,20.98638922,8.31550797,2.19706052,9.55296991,81.18981054000001,180.3028151,88.86426689,5.50942083,6.032689599999999,0.26554348,13.1272574,4.374143480000001,0.42480148,6.52453501,75.0624575,11.80142174,0.18187628,0.5940214399999999,23.25049864,0.68900013,16.05651782,22.6257709,7.13936188,1.57919228,1.6957456599999998,7.89245571,9.95996648,8.6998804,13.084203480000001,10.54426907,28.64889844,1.1091733300000002,0.55030901,0.43161301,7.16987987,16.47391829,22.92484434,5.409284759999999,137.70924513,74.67749087,30.080127809999997,3.3201427000000003,21.69640368,0.09370892,4.9530125400000005,1.01584669,2.00411282,27.42830866,21.20727971,769.24784073,561.8585433,1.65218044,849.37897076,23.9231502,0.63131265,87.1099728,3.61172877,2.20974365,1.20357003,32.35455453,27.64757244,10.241033130000002,0.02930761,28.11453,5195.99173964
2008-07-01,0.46766641,7.8597874,1.8524063700000002,1.92435957,2.83543645,0.54448396,1.49506919,11.71519241,10.603326220000001,3.80060608,2.98314227,249.72191171,3.4904873100000002,0.16218774,7.1624516,7.17499716,3.7020235099999996,15.85336358,3.2207570800000003,10.88092457,11.025160660000001,4.2119136500000005,5.28314375,2.54788102,22.46435967,68.88047379000001,772.56323883,109.38177376,357.65633819,110.20221796999999,190.14718886000003,38.4418322,35.09266453,23.72867393,10.72806631,1.8716352,9.57581776,97.5431756,206.30371486,96.80627225,4.933552,8.77907265,0.10321100999999999,13.08205225,5.49247567,0.43419257,8.36829452,92.17386920999999,13.67593115,0.25043293,0.52817239,25.844032079999998,0.86892678,21.34529519,25.96420016,8.248788919999999,2.0170311499999998,1.9984721200000002,9.19304201,13.30000908,11.009384630000001,12.17426588,11.708321710000002,31.31278449,1.90549757,1.32867148,0.5000535300000001,9.3821991,19.21041739,22.498866539999998,6.08293103,153.84125381,96.88731981999999,37.39095986,3.61582621,25.57635419,0.13672973000000002,5.35945068,5.93634533,2.77509083,27.29520137,22.87357565,831.3045480599999,698.99777417,3.97575077,888.39683072,61.47398099,32.71486845,111.81239574,3.81174035,2.0348870900000002,1.4602883100000001,38.78424384,42.23984252,11.017721210000001,0.07525457,31.418189,6046.826993840003
2008-08-01,1.49812184,6.7651065599999995,2.46258398,1.43091365,2.40061997,0.71519729,1.7413888400000002,12.444049380000001,8.435500970000001,3.2459121800000004,1.81900923,110.62245548,4.44895869,0.24903997,5.05718368,5.31727817,3.61043161,12.05505717,2.51128361,8.939677230000001,9.945466060000001,5.2601265,5.478959049999999,3.8111493700000003,24.95408812,115.82293775,438.305855,72.86743914,305.22312225999997,91.85495662000001,150.11777068,34.15736556,33.166965149999996,23.113152489999997,9.204404460000001,1.11322745,8.27304384,98.09976034,187.31395439,94.06756903,2.97362924,10.091690269999999,0.12451136,11.4996646,5.8067202,0.50743681,6.859432030000001,83.00399094,15.65252691,0.28034490999999995,0.7078419100000001,24.56108164,0.6614318,16.826742969999998,24.41677826,8.44764997,1.95054262,2.16343284,8.003525309999999,12.1363804,18.08038892,16.22117466,10.504415470000001,28.56947628,1.46440219,0.8189999499999999,0.4598029,6.72702149,17.53761797,22.32269145,13.7195973,151.09809459000002,91.56418882,29.36732907,2.77002157,21.335972920000003,0.24663462,2.63992497,1.79081446,2.6287820699999997,23.96279119,24.62896169,807.16248788,595.7058994099999,1.78335345,877.7842249700001,40.41743953,0.31061071999999995,89.38460684,4.4563272199999995,2.39343469,1.00433628,40.60628998,23.24762839,9.55659164,1.93004191,29.948267,5158.74708221
2008-09-01,1.30417579,7.0546498799999995,1.99582923,1.39758075,2.77842731,1.4394561399999999,2.2095234599999998,13.72997183,8.978505349999999,4.5781947,1.59319057,86.12938773,3.5021621400000003,1.29814072,6.202280389999999,6.66939208,3.5586348500000002,13.294075900000001,2.0526397800000002,8.8738076,12.66593157,4.72526512,3.7564533300000003,4.66857397,10.344239589999999,109.70480011,405.47655283,81.98580806999999,298.37426806999997,96.34477114,243.87363480000002,34.91909353,32.54166714,24.07961481,8.98660542,0.83217101,10.0798861,98.18965865000001,209.72800644,111.4068563,2.55177913,10.83921732,0.17006953,11.135904980000001,3.22208168,0.59157048,5.76201309,93.078737,12.315860970000001,0.13737953,0.76972291,24.9110402,0.47532357000000003,16.68900709,22.39160197,8.680645160000001,1.76099902,1.84707131,8.15591912,10.38688881,15.69226558,21.33174858,13.79983337,37.66088063,1.82263719,0.95535584,0.56396335,6.54835629,20.39572555,24.47047584,4.882971110000001,147.28837193,90.44901865,29.097413399999997,3.9663850899999997,22.72710155,0.20028165,5.49878511,2.4914476,2.3216627599999997,23.09532982,23.52637416,817.71418799,569.37200334,2.26293625,911.5354587100001,71.07614321,0.8276065600000001,93.78320254,4.1151264,2.07153474,1.45238049,41.08113021,28.18635774,11.16797363,12.47937049,27.786219,5310.89473342
2008-10-01,1.44878156,8.1208516,2.8689996200000003,1.85988186,2.3777156,0.65299501,2.31838067,14.59272419,10.58547494,8.62176577,1.2572523999999998,87.57552485,5.572546320000001,0.86990075,6.16634838,7.53692389,4.38143287,10.832586390000001,2.50996979,10.07052226,11.16894904,5.57527709,5.82140464,5.04645927,50.90200907,126.87489754,235.59101984999998,89.74866279000001,274.38184495,94.88930658,162.42542704,35.05423881,38.13353171,22.47572741,10.87605041,2.15555759,10.058186939999999,104.20590521,205.52706836000002,94.84237748999999,2.4770189900000004,11.70785843,0.14243474,13.30458093,2.70710863,0.98612137,8.20409505,83.84106288,15.16268833,0.15161929000000002,0.642743,16.85101349,0.36125017,14.85176778,22.94058659,9.05078759,1.52177092,2.19399042,9.58811843,11.790429609999999,13.45819336,22.266119120000003,15.23545043,52.93239568,2.39779356,1.01128654,0.5879042,8.39008532,14.554254949999999,25.05634266,4.16655969,168.14073894,116.70102953,28.16469988,2.81153244,22.46279601,0.19921170000000002,5.10147437,3.1606134,3.6876526600000004,31.84198866,23.46420291,801.1727453,579.67715825,2.1517835699999996,854.6787115599999,91.61942226000001,2.1158491699999997,101.6949092,4.214018139999999,3.53395505,0.78998067,46.19035335,34.23086035,12.412794400000001,0.05264396,24.179354,5128.958392390001
2008-11-01,1.15528629,5.94917399,2.62814552,1.61831006,2.20469624,0.46357478999999996,0.88639389,14.26516166,5.07356128,2.75079623,0.50505458,44.81861275,4.89530138,0.73625162,3.69668216,6.9363262400000005,4.53384126,10.187791990000001,3.1890334900000004,9.85277207,9.00092926,5.19503263,4.39928621,7.168076070000001,12.41720228,72.28840072,135.49322863999998,88.83104473,200.27247418000002,97.90404395,47.33696369,30.087193199999998,31.036769420000002,23.88287003,7.937197360000001,2.22662181,9.15466092,92.39848515999999,171.49178786000002,80.23574405,1.6677301299999998,12.18372129,0.16584870999999998,11.18819289,3.6782683599999997,0.34770067,6.01315583,78.41970798999999,16.73418746,0.24625626,1.16434051,16.15331597,0.23299732,13.67635499,21.39788152,7.713113440000001,1.13761583,1.83729342,8.24130034,9.418083619999999,10.273762699999999,16.54749498,11.41130557,36.77230429,1.7878988999999998,0.46923245,0.48864744,7.48027537,12.48022371,22.47629706,3.78473433,115.17000942,114.82313153,20.29513586,2.71958207,19.31797127,0.6594539399999999,4.96252743,1.38739557,2.5761508199999996,34.07241879,18.24806452,733.56013649,456.43528891000005,2.4542942799999996,726.0632627,137.49815043,1.26011191,90.68919419,4.27630832,2.7400197299999998,0.97365124,33.100652339999996,35.62804094,11.95584138,1.72200117,19.010633,4182.2934512599995
2008-12-01,2.23457374,7.2535738,2.92954473,1.73632598,2.2835597599999997,0.27990379,0.68994674,15.67887022,5.29129333,4.290385769999999,0.8450203199999999,47.26959224,4.0556112,0.41190768,2.60328728,7.7501003399999995,3.9643224100000003,8.684965369999999,2.2445589900000003,8.446570849999999,9.192260390000001,5.9170333799999995,3.30574627,9.404977839999999,8.92046917,46.310007490000004,127.02995788,41.57635246,173.81168115,94.11537994,7.71127705,27.09788252,30.471922980000002,21.9181138,10.34870087,1.7903316699999998,8.98114097,72.80887048000001,158.51509547999999,66.32868255,2.40615117,15.21059944,0.09337292,7.677314849999999,3.17289785,0.27213589,4.34213438,75.25468922,13.51807834,0.15855785,1.8835791499999999,17.605534149999997,0.32511115,11.68770842,19.930729550000002,6.24128755,1.07507935,1.7194218600000002,6.83904275,10.05566036,7.63267159,12.14906049,9.930326990000001,30.58735853,1.1061649299999998,0.22460138000000002,0.29051708000000004,7.43837968,9.29237685,19.44198409,3.8532278900000003,86.45964705,108.35352633,15.14579198,1.0917219599999999,17.22167736,0.28527977000000004,0.7561081,2.84499413,3.42052317,24.43562936,14.39792686,566.20599382,369.26753405,2.33388773,507.66319791,197.59523243,4.65699192,77.76229286,3.7999948399999997,2.9140087,2.03694776,26.95601238,36.09728992,11.874813099999999,0.12786081,17.381274,3457.0017128799996
2009-01-01,1.48846474,7.68275578,1.95956719,1.6329255900000001,2.29096291,0.14792103,0.94465483,11.54183076,4.41574093,1.5570386200000002,0.6286358599999999,24.83706145,3.0883126400000003,0.23651345000000001,3.94020479,5.51316587,2.86426852,10.31965284,1.9079569699999999,5.73313092,10.95019358,3.5491437799999996,3.2551721600000003,5.32248352,13.51529771,6.81732354,83.43449986,55.53063531,167.07452978,88.76752987,3.31431097,20.53102957,26.52300271,19.170061670000003,5.936912690000001,0.54283477,6.402612990000001,66.19871173,130.84330477,57.15084583,1.75049106,8.56680816,0.0543521,7.79646771,2.5187158700000003,0.23286089999999998,5.58023979,62.66699155,14.740190519999999,0.08958689,0.8235255899999999,12.33301407,0.307983,11.48316464,19.65831825,5.347414280000001,1.22904302,1.5511471200000002,6.735349530000001,11.07948836,6.7149654199999995,16.02548888,8.45666894,22.30483047,1.71477664,0.32271373,0.34732981,5.82995326,9.480128310000001,13.798166949999999,4.6941505800000005,70.74550006999999,111.46979695,14.079411,0.9243044499999999,14.90258872,0.10414506,1.09675266,0.45785336,3.37565293,23.37010033,11.78516779,522.50805261,380.88600614,1.2957317099999999,298.7740765,12.52854355,2.01619998,78.71808272,2.9974711099999998,2.3424633,1.1931021899999998,16.21457513,21.908284780000002,13.48727527,0.08469948,21.004258,2760.0656236900004
2009-02-01,1.00535976,6.13879234,1.87656849,1.52185499,2.01370411,0.55519211,0.7820745,9.76398315,4.14044158,1.60105809,0.72408369,137.99158247999998,2.5100031,0.13947293,4.33061112,6.66068855,2.32536605,11.95050987,3.50655432,4.29854744,10.5483201,4.20844549,2.99126167,4.32401353,4.1353021000000005,22.577734170000003,150.40717386,41.67604111,121.94157776,111.12202705,4.42670203,17.88668097,28.17070922,18.25095067,6.3020632800000005,0.9938688299999999,5.84637652,51.656747,108.50220555,34.54011132,1.37863931,8.39162384,0.07411795,8.933217630000001,2.0633841399999997,0.31000298,5.28150928,51.384655880000004,10.32910831,0.03991892,0.9035412199999999,8.30077047,0.10416228999999999,5.64389995,13.48985584,5.07092476,1.25360485,1.1184613300000001,3.72868957,4.691022019999999,11.08759882,16.34707452,7.80034365,16.832984800000002,1.30007106,0.18518145000000003,0.46294185,4.597793019999999,7.05195399,10.438514119999999,2.82800151,43.0972564,47.86506096,13.315118779999999,0.9718434699999999,10.60455434,0.17583582,0.6788641,1.12352503,3.1928905299999997,17.75391867,9.29868096,451.57157689999997,361.14299611,0.9226228000000001,392.36605183999995,8.57051033,3.7358676,62.82769318,3.67690084,1.17653712,0.26328317,21.18673327,13.869126080000001,7.88543458,0.1634969,20.0683,2663.2730100099993
2009-03-01,1.33846096,7.97297336,3.48957202,1.7101336200000001,2.89708692,0.31983376,1.15074922,10.008260380000001,10.23175783,1.03092991,0.91463186,150.22708616999998,3.5361977700000002,0.19572998,4.01421873,12.82812487,4.08013678,12.45475521,3.0546204599999998,5.892783860000001,10.06985359,5.98215638,3.96616793,3.73380764,6.02817407,18.05859781,77.47783695,52.596575259999995,143.66645878999998,98.57191354999999,5.3961479400000005,19.98579941,28.14014727,18.25680863,7.15532874,0.40549101,7.25729574,49.77983998,124.55270643,43.497296049999996,1.39740892,4.911505610000001,0.01822195,12.66400041,3.87503887,0.19705917,7.84702127,61.73999742,14.069470390000001,0.21942477,0.6558816999999999,9.77132456,0.21709029999999999,7.68514567,16.22176593,5.67459097,1.72939067,1.18609769,5.61587773,5.345552179999999,12.49071999,23.18530643,13.43208807,22.649760079999997,1.4145696200000002,0.20582708,0.22044761,5.72870278,6.9137515,13.25467009,5.50002827,49.86649431,82.32682442000001,14.64164386,0.7864985699999999,13.81711653,0.49859571,0.7494528100000001,2.19721512,2.00409744,27.94800125,10.817629720000001,483.95661064,397.48483275,1.42355481,380.24940244,43.30001617,3.35492692,60.79491719,2.22878356,1.4799808700000001,1.52220345,25.84758482,23.795027989999998,8.22062407,0.08638897999999999,20.993322,2888.35593094
2009-04-01,0.36440658000000004,6.26476676,1.81575703,0.9769403000000001,1.98062377,0.18449825,1.91732674,11.62030882,6.46468866,0.31060037,0.93484815,61.26275894,2.52532098,0.11728923,4.05798639,3.97026384,3.1256581800000003,13.92676912,3.07157671,5.67403945,10.11377315,4.5058481100000005,4.65972251,1.92776553,8.87595286,12.147210320000001,170.85590293,48.43536067,155.20104215,104.76116123,12.387813130000001,18.17691316,28.84340573,16.741008779999998,7.71415263,0.78671813,6.07332094,50.819961840000005,122.13678486,44.53217923,1.88087864,5.15428203,0.03298257,13.195701439999999,3.72352044,0.16852981,5.79602076,60.37698742,10.730230859999999,0.07674612,0.5441095300000001,6.60808978,0.21856493,8.05490605,15.56856811,4.79726902,1.09712919,1.14661442,6.05791551,4.2100937300000005,13.241213720000001,21.36814256,8.640196710000001,29.36241976,1.2415996,0.33184705,0.21765132999999998,4.58347788,6.58464307,13.41909306,9.380621060000001,51.64201548,74.21736003,16.55111403,0.84682038,13.936227460000001,0.24421526000000002,0.16531144,0.69428104,1.7833470200000001,24.803002850000002,12.875760119999999,436.26911602999996,372.71492097000004,2.34223752,408.18160314,3.48595024,2.12276111,68.64981592000001,1.97244087,2.3540665499999998,1.9787738400000001,18.93034802,12.442463960000001,8.48651257,0.19600894,20.662378,2776.62132511
2009-05-01,0.79167252,6.162926049999999,1.5255881,0.98377184,1.9690776200000002,0.26557774,1.37372751,9.67972909,7.66975971,0.78897311,0.8169624200000001,11.34664758,2.27712544,0.08984281,4.31482625,5.5203979400000005,3.6114175499999996,10.4970544,2.9584292999999997,5.37538555,7.30932303,3.20200313,2.31023831,3.10935427,5.29051634,21.67635684,197.41040287,37.80593013,132.25063122,92.10942298,16.84556993,22.77773482,29.93129416,15.98550934,5.74833879,0.8763432,6.72310211,53.5827466,115.36160223,55.69169626,1.61246165,7.647271519999999,0.03589808,9.72022384,1.8884197600000001,0.10818992,5.74510983,55.07475702,9.51736393,0.217715,0.77056326,9.052761890000001,0.36074036,8.93216808,16.85882474,4.79678993,0.93399934,1.0985886,6.4120952,6.27619804,12.6944969,13.914985949999998,5.21780756,20.00886291,1.2892719799999999,0.20586658,0.36559358000000003,5.90001118,7.303535190000001,14.89577274,7.68396654,29.45174783,86.39023807,19.466241489999998,1.00463732,13.5193233,0.17969005999999998,0.31902866999999996,0.29316413,0.31726003999999997,17.21046041,12.39513215,408.68890271,344.14215895999996,2.07237493,405.27476385,53.441359520000006,3.04317312,66.01532945000001,2.84719983,1.38704735,0.91426159,12.83237052,12.06624287,6.6768046,0.05176054,19.447438,2660.0054314999993
2009-06-01,1.3268251899999999,5.21890988,2.40289138,1.7542828799999999,2.44003639,0.28198242,1.17065515,8.75636284,9.316956189999999,0.44751135999999997,0.98232554,6.16196171,3.68197775,0.29900771000000004,4.67047602,3.70326471,3.31631452,12.55446284,2.86339305,5.6581114,10.03508967,3.38796685,3.78176357,3.89401588,7.46026937,24.30487639,415.54505229,51.19016715,189.38885102,102.55788418,7.96140402,24.11083738,33.08134112,20.868861980000002,6.60940974,0.82610158,6.943990019999999,67.96407706999999,134.29440916,60.08507882,1.98573737,5.80702901,0.02339275,8.964136369999999,2.5237155899999997,0.041680919999999996,6.6589573799999995,53.84103129,12.225301380000001,0.11344933,0.54386894,13.14344434,0.50406018,12.14066884,20.42203524,6.408266429999999,0.76813178,1.29801435,6.873239030000001,10.71040495,11.3758346,14.499876650000001,6.18186294,26.37791139,1.56698508,0.54290764,0.33043125,5.7595098899999995,7.48423487,15.34280001,9.2974822,73.88049615999999,66.7264604,22.50247312,0.49100752000000003,13.96771502,0.26944787,0.72737047,0.53128566,0.7455312199999999,23.2553953,14.01661725,502.95370806,429.20131834,5.61428066,471.42777449,329.84531470999997,0.69042479,75.74135931,2.5148699,1.97748308,1.74919963,14.245402689999999,22.31526798,7.37004249,0.07658161,21.035186,3618.9275719100006
2009-07-01,0.54645409,4.690087549999999,1.88955547,1.4067695500000001,1.79300287,0.61881376,1.65529398,10.32224318,7.7833330499999995,2.00475161,0.55127236,3.22148971,3.4916113199999996,0.09230302,3.8786301499999998,4.69447451,3.01450683,10.479714029999998,2.19841675,4.30406137,10.699042619999998,3.83771711,4.87624559,2.4906817400000003,6.69361731,23.87372258,432.99881615,40.08979554,187.2381608,146.22767094999998,29.3574323,28.42066889,38.42988925,19.59672011,8.18732833,1.75591727,6.00366906,76.17704231,145.97329146,65.99154642,2.31936867,6.927533690000001,0.12989442,8.607220419999999,3.28171793,0.10588995,5.95774763,63.562001030000005,11.93670723,0.21933076,0.44592241,11.5389561,0.52562447,12.69754435,18.1118606,7.08393532,0.91551599,1.3747936399999998,8.41693067,12.155495179999999,8.13365906,8.510232449999998,7.8566047999999995,23.219694,1.15595856,0.23419712,0.43315649,6.26126332,7.353947730000001,16.20583555,6.90139122,57.9181922,103.27328773,20.97494513,0.93001669,16.89119238,0.29102256,0.88515379,0.48011948,0.99800746,34.536179450000006,16.69947206,505.49439567,431.82580918,2.6099224,499.54052060000004,99.47110122,2.31477968,79.63980708,2.4277139,2.2864345,1.03007078,15.94850975,46.83769915,8.99513733,0.2586549,26.219424,3588.91326078
2009-08-01,1.21180169,6.40694576,2.43649685,1.36552751,2.2309352400000004,0.73819031,1.71979401,11.30183553,7.12943099,1.19118624,0.68189155,4.06600962,3.89401326,0.15122517000000002,2.6134939,5.27722789,2.04580851,9.912999769999999,1.8301776200000002,3.70580197,11.11402359,4.95120524,3.45248335,3.2998014500000004,5.91079855,34.16688864,361.36007423,44.818335579999996,154.26207384,84.69321612,66.22448912,25.669204219999997,34.47941006,21.284533449999998,6.1616921200000005,1.54207492,6.0888721299999995,66.75141528,131.81408978,60.86124409000001,1.34689432,5.87293693,0.02087832,6.49650791,3.83987544,0.14196982,6.77167975,56.20793617,10.184707300000001,0.19471045,0.74314738,10.20853541,0.51169047,11.0745262,15.5391913,7.01493475,1.02835826,1.58508004,6.4799861,10.86017191,8.01650718,8.22142053,7.73208,23.48127873,0.8340239300000001,0.29249013,0.33886164,11.95779646,6.63515783,17.45501968,6.35082535,55.09501789,56.46670055,17.911147149999998,1.23776892,16.545535349999998,0.41203225,0.65256169,0.9662439399999999,0.74285281,22.63957283,14.95112595,474.7158975,415.13034023,2.94887195,482.46182489,86.78865598,6.00020093,75.01579851999999,2.94787947,1.86454048,1.48519688,18.32366162,21.158765690000003,6.95372632,0.15703614999999999,25.355865,3255.1847197800003
2009-09-01,1.12255579,8.24733848,2.3554015699999997,1.8375085800000002,1.83800062,0.88343946,1.50698959,14.57625069,9.955351380000002,5.50674098,1.12075808,4.1633699900000005,3.205224,0.2339341,3.65224532,6.51860864,2.8995416,13.304878519999999,2.3932848,6.196517190000001,7.29476621,4.25972795,3.45760254,2.73622494,10.90559745,25.034078280000003,169.4767558,39.623332,198.37121812,96.58166446,53.32719457,27.90706759,37.009980299999995,21.91599174,9.645135609999999,1.3809819099999998,8.53986805,78.20957229999999,180.53025786,68.39043417,1.84150662,8.3074358,0.07436743,7.19200845,2.4738681600000003,0.20406251,8.03975339,72.24060895999999,10.62705975,0.11105185000000001,0.61332663,9.00995551,0.51881556,15.988432029999998,21.03698223,7.07049146,0.87881653,2.16947081,8.04120975,14.08105684,11.30626867,15.34686116,10.05870562,36.73343493,1.47226503,0.8752888299999999,0.75506613,8.58851537,8.53800891,22.613631719999997,8.37602826,68.33198138,100.81607598000001,20.39447654,1.54413183,17.94045911,0.18668452,1.22260886,1.63666282,0.97478453,31.76987968,19.81792403,611.78966302,522.24367038,1.28910546,526.98352099,86.89848583,1.00044719,97.59954369,3.53899433,2.38365186,1.20900629,26.49350735,32.24681374,9.55523084,0.22656375,26.523635,3665.9172551300003
2009-10-01,1.07962748,7.69512631,2.7228690899999997,1.48889223,1.6978746599999999,0.49742673,1.39167736,14.3882704,9.05993231,3.22719707,0.87213572,4.57794825,3.13886968,0.24702882,2.77602921,6.2048846399999995,2.56993045,10.56702551,2.14426929,7.24236708,12.02490616,5.37042183,4.05618694,4.22796114,7.04759493,46.95906436,158.20259547999999,75.02615692,199.54754952000002,107.23198862999999,49.57502138,31.11992696,42.09144871,22.66699673,9.51515732,2.02995182,7.38360308,82.03443381999999,187.41558195,63.17140926,1.43160032,7.092434730000001,0.0967077,7.34650187,4.372297769999999,0.36946397,7.2829989,67.3343229,10.74413106,0.19094026,0.89570065,9.73424694,0.30667038,13.560482789999998,19.6823142,8.352926759999999,0.93794638,1.8270465900000001,6.969669639999999,9.08869121,6.88570816,12.41427367,10.287788050000001,31.09752554,1.63050426,0.4163033,0.59281237,8.867755970000001,11.9912606,21.077582399999997,4.10212007,72.26121797,56.6009552,19.01516229,1.24397028,20.388477079999998,0.42311416999999996,1.05095399,2.44507018,1.38954052,17.68364279,20.706755559999998,577.25350772,474.14349781,3.36472112,584.15891562,127.84218477,3.19880115,88.00331347,3.85535756,1.91120653,1.68910206,28.320426,24.65173319,10.05664348,0.035318300000000004,27.275307,3656.2369644500004
2009-11-01,1.4154136499999999,9.22348232,2.59564796,1.34362359,2.2407784900000003,0.23049598999999998,0.9591058299999999,16.21076941,5.86280478,2.71188036,1.15755794,8.51086342,3.4138277400000003,1.44935637,3.29557338,10.81618737,2.98706181,11.80354907,2.3589543799999997,8.59790767,10.11613708,7.46447646,3.2554671600000002,4.29186767,8.46277054,33.25257545,85.82814798,44.38416151,201.19146649,99.69027283,48.28335413,43.60962561,35.21131283,23.517613530000002,9.31106325,1.47712506,8.27327485,86.73601332999999,184.59539274000002,73.46365622,2.29547365,10.26194633,0.12855086999999998,7.66382312,3.88326165,0.27786659,7.5040089000000005,69.37304731,14.857290859999999,0.21414033999999998,1.39312865,13.68560619,0.6118236899999999,13.130031259999999,19.57608694,7.6743733899999995,1.14470941,2.07959353,7.86438651,7.13752719,6.09874894,8.14415137,9.09287436,40.29541451,1.30791096,0.45224496999999997,0.40079226,9.537134400000001,10.11897553,19.346262550000002,7.4411551,84.82775979,64.80293104,23.900195399999998,8.26451415,20.21115308,0.44584177,3.83661925,0.98105299,1.1375213100000001,22.39335488,20.21693302,548.65963891,459.01721873,3.1094255,615.88652285,165.70886438999997,3.01707391,85.74010669,4.37486623,3.0709084900000003,1.1354041799999999,26.54589348,31.13963311,11.18631617,0.33263229,28.650027,3651.1853661899995
